emotion,content
sad,god it pisses me off that i always enter comps &amp; never win.I am such a sore loser
neutral,"@vivzy wanted to change my handset covers, pen drives and a headphone in some place..guess its not happening..."
sad,Canï¿½t stop loosing.  Worst month results ever... Bubble two times in a row.
amazed,I was awake until 12:45am then my mum turned the internet off so i couldnt watch the @jonasbrothers live chat i was ccrying i was sad
neutral,@HomeSwapperteam what is the point of your twit on bgt i must be one of the only people you havent found a swap for depite the promises
neutral,hampa hatiku
neutral,I don't ship out until October
neutral,I would of won that contest if I weren't to have chickened out
sad,"Time for bed, oh how I wish someone was laying next to me"
amazed,???-?? ? youtube ? ????
neutral,Poltergeist! In my house
happy,@captainboots  YOU'RE FAKING IT! Hahaha...I kid.
amazed,@mzstokes No twitpic?  lol
neutral,@Joseph_KHC wooow. lucky XD my break is gonna end. my classes starts @ june 4
amazed,@DSTROYR @RockDaMullet awwww i have no internet right now....  -drummer boi
sad,Today is going to be a normal day for I hope. We had a group of pilots from a large airline come in last night so it was too much drink
sad,OMG sore shoulder
sad,"@irkengir No. As a result, the salary is a decrease"
sad,Can I get tonight's SYTYCD online anywhere...streamed like Hulu or paid like iTunes. I missed my favorite judge and now I can't sleep.
neutral,FML still awake  melatonin not working!
neutral,"Augh, fever's gone up again. If I end up missing the WeHo clubbing tomorrow night, I am going to be pissed. Stupid boytoy gave me plague."
sad,"I feel sick..like don't wanna get out of bed, be bothered, don't go 2 work, turn da light off, pull da shades n tv off type of sick"
sad,"@yelainez  oist the 1st tym, di pa ko 18, the 2nd tym, may sakit na siya... don't blame me"
sad,Why don't we close the library due to the great weather?  And the ac isn't working  #fb
sad,Time to do house chores! Ugh!
sad,"getting ready for school.. reading what's going on on set in Montepulciano, and practically crying cause i'm not there"
neutral,@BrentLauren that doesn't sound like fun
happy,@pourmecoffee I won my 5th grade spelling bee. Went down trailing flames on 1st word at county spelling bee  http://post.ly/geb
sad,missing Taylor like crazy  cant wait till he's back
neutral,Come to bed
sad,Had a good day till he twisted his ankle on his two mile run
happy,Can you believe it:Tomorrow Night will be Jay Leno's last episode of the Tonight Show  I encourage everyone to watch it and welcome Conan.
amazed,"Bing! no its not Chandler Bing, its the new Search engine from Microsoft http://tinyurl.com/mgcotd ..but why the name Bing"
amazed,aw got orthodontist today
sad,@TerrenceJ106 yooo! Its rainin dumb hard out.
neutral,lonely ..
neutral,I was rooting for Betty.
sad,"Changed my hairstyle,but it isn't good as it supposed to be~~N I don't think it wealthed that much money..  hate that hairdresser~~;("
sad,@J2thaESSICA yeah dnt go there.. I have 3 dif apps on my phone for it  so sad but there is a reason as to why lol
neutral,crash in Qmbol
neutral,I'm such a chicken
sad,Um k.. this is NOT Close My Eyes.. this song always makes me cry bc my mom is gone but I &lt;3 it anyway..
neutral,@Burgandy1 Girl I know!
sad,"@SmellTheCheese I know, that is so sad.  I"
neutral,@metafisix i thought you were gonna be at the show
neutral,"Bucky, my ferret officially has insulinoma  Now on daily prednisone. Had interview with p-doc today, have to go back monday for testing."
happy,Bought a new combo printer at costco today (officejet j4550) cause it was cheaper than ink 4 old one. #windows7 doesn't like the fax part
happy,why do i have to wake up so early goddam?! 7.30 on my last day off  bummer
neutral,Goodnight world! I have t o be up at 5am
neutral,@Fasn8nUrMind ima goodgirl I'm not down with takin advantage
angry,@LouGagliardi  damned hordies
neutral,gahh!! i'm so tired right now.
neutral,@whitespider1066 &quot;toys&quot;??? Advanced load carrying system. Low-cost 1-man outdoor shelter. I didn't get the Wolverine glove
sad,"@dj_cm  Didn't drink enough for a hangover, just tired and over worked"
amazed,my cheeeks hurt so bad. what happened!?
neutral,"???ï¿½ï¿½  ???CE d grade?mock?????, ???????"
neutral,need a lots of moneeeeeeeeeeeeeeeey
neutral,i have nothing to do
sad,Just awoke in a completely freaked out frantic frenzy.  It's going to be a long night.
neutral,@AdamKruth serious! Perhaps Sat will work out better
neutral,i got no followers i only have like 2  someone follow Me please?
sad,where's enthusiasm in meeeee
amazed,@kim_flores aww i don't! i guess that's why it doesnt  (blackberrymessenger)
sad,"drinking some really nice coffee, got to go to the dentist at 9am this morning"
amazed,looks like my ION-based mini-itx board won't ship until mid-June now at the earliest
sad,@jessereed did u watch the day the earth stood still? did u not see my bye when u got d/c...  im sad i left 2 and now ur gone  ily&lt;333
neutral,Dude. everyone could. it wasn't ment to be bad..
happy,@tifftiff88 what don't be sad?  Be glad. Your 21
neutral,@TerrenceJ106 I'm with you...been up till 5-6 for the last few nights...
sad,#DepecheMode concert next week cancelled  Alternative date not known yet. Dave Gahan had a tumor.
sad,"its 2:08 am. I CAN'T SLEEP!!!!!  i thought it was b/c im hungry, so i whipped up a pb&amp;j with milk. hopefully it works!!!!"
sad,Only 1 tweet in the last 24 hours?  Nobody likes my tweetboard
neutral,im saaaaaaaaaaaaaad  i need someone to talk to.
sad,i'm so bored i can barely even tweet. i have nothing to talk about.  #boredboots
sad,"my head is killing me, i keep sneezing, and i think my boyfriend fell asleep. greaaat"
neutral,Hangover
sad,roughnight
sad,Tired. About to climb into bed and fall asleep. I hope this weekend will be fun... I only have a couple of weeks left
sad,"Bad day, just got worse..."
sad,@irkengir It is a recession
neutral,Hi anyone there?!!!!!!!!!!!!!!
amazed,Headache from last night has morphed in to a hangover  and now it's time to drive down the motorway... to Wolverhampton (WHY OH WHY?!)
neutral,Last night in Australia
sad,"@Meikah Hala, I do not know that one.  Shame on me."
neutral,"The time in Germany went by too fast, only 2 days left   Hopefully I will move here soon."
neutral,@Cause4Conceit  wish u could rub my head too
neutral,"@philcampbell blue skies? where, it's still grey and hazy out of my window"
neutral,@risamarie: no i'm not going.
happy,Goodmorning yall! I woke up to early
neutral,Varsity Fanclub will never be the same!!
sad,2moro is the end of my stay @Grandmas to bad shes in NY Then off 2Ft Laud 4a weddin Florida is fun but i miss Home and Spike(car) lol
neutral,@arania nope i cant figure out how to get the updates on my blackberry. . . i need to go running too
neutral,Is up so early and proppa shattered and knackered
sad,@godfatherobie  I'm @ work and missed everythin yesterday but don't know wot? Anybody
neutral,Shame I've gotto go to work
sad,fell asleep waiting for my ride!
sad,Today feels like friday. Too bad its not
neutral,@ayawan I actually meant to type &quot;end of September&quot; but I was in the middle of a conversation with someone and I cant multitask
sad,now im gettin a complex my followers are shrinking   want to make 100 b4 Sunday
amazed,Fun game of 'Candamir' with the kids last night. Can't believe it's now our last day
neutral,iï¿½m ill.. bueeee..
neutral,@BARACKOKITTY ur right! i dont have a reason to be up early but im sure my niece will be in my room in a few hrs botherin me
sad,Has been underpaid  just when i really didn't need to be as well.
sad,@Adamastorlx ohyeahhh  hate the heat!  http://twitpic.com/665a2
neutral,to spend the weekend...to not spend the weekend.....that is hte question that is on my mind...
sad,@sashaostrikoff i miss you
sad,Feeling bad that @muemerry didnt get to see UP
sad,Disappointment really sucks!  I'm getting used to it.
amazed,Getting rather annoyed at my notebook. I know it's old and has got wrinkles but it's never been this slow before
neutral,My door looks naked   It makes my room feel bigger though.
amazed,@_C_A_S_ IM MAD IT WASNT SCAREY
happy,@SharktailYPP The red font up the top is very nice. But where did they put all the old entries?
amazed,"@deezeen I know, pero available na yata eh. Sa Singapore, though!"
sad,"Season 1 of Lie To Me was serious. Damn, now here comes the wait."
sad,i mean monday take the test monday!!!! please o please !
neutral,@lumivalkoinen nice you look awesome in photos .. whereas I look like a drunken soccer fan in all of mine
sad,@SummerXoxo That's exactly how I feel.  I hope you start feeling better soon.
sad,My birthday is now over.
sad,at work and tired just want to go to bed
amazed,feeling so dizzy right now
sad,@msalonen I feel like a Truck just hit me too! I also Resemble a man hit by a truck!
amazed,@ZDAEfron and @hudgensness why are u two fighting.
happy,@ahhrjay useless tweet! LOL jk yay!!! You're coming tmr! How long u gnna be in phils for  ?
sad,@Jazzy813 I miss my neice  can't wait to see her bad n grown ass! Lol
sad,"Holy shit it's super sunny, Friday and Whitsun, my tube is deeeesearted. Wish I was in the park  http://tinyurl.com/ns2l55"
happy,I am soo happy! But frustrated at the same time!  :]  :S. Ohh noo!!! Britney is recording her new video for Radar!!!  Sooo ExxCiiTeed!!!
happy,"BOOYA!! Sup Tweeps!? Happy inFAMOUS day to you all, off to get it very soon. Can't wait to play, need to find some more time though"
happy,"@TerrenceJ106 I'm up wit cha!! Just got home from da reggae club, wishin I was sexin somebody!!!"
neutral,almost 100 cases of swine in australia. hope may still decides to come visits me
sad,Ugh talk to me someone  I'm really bored.
sad,Sleeping on the streets of nyc for a celebrity...nothing new. Wish i had a huge blanket though
sad,have a splitting headache!
sad,OMG. Period cramps are FTL. So much pain.
neutral,@EnglishRoses Equations and graphs
neutral,Addicted to Glee... watching the video over and over again....I should be out
sad,@shortstackband grrrrrrrrrrrrrrrrrrrrrrrr
neutral,"I had a horrible dream  it had to do with a scary face, now im awake for the rest of the night. God dammit :\"
amazed,"I thought that there was going to be another Def Jam Fighting game, but then it turned out to be crappy karaoke game. I miss the fighting"
sad,Using tiffys computer...it feels different from mine... the touch is different.
neutral,@brandillio that would be most ideal. However...now I dont see myself leaving before 3  Gonna have to take a rain check
sad,Bummed out I am missing a rock climbing trip next week
sad,Stuck in some shitty traffic! This day is going to be crap
amazed,@Maccah Red? wtf happened to dark blue + black stripes?
sad,sick to my stomach.. and i have a headache.. i wish someone could come rub my temples.
sad,Not a good start to the day left my money at home . So i'll hot a day me looking for free carparks
neutral,"??????? ????????? ?? Google Chrome - ?? ???????, ?? ??? ???????? ??? ?? Firefox"
neutral,"@yarivs Storysize is 2 (and it's posted as a short story, not one liner), but doesn't show up in any news friends can see. Only in wall"
sad,"@deathnerd ah man, that's sucks.  What happened to it that's prompting a reinstall?"
sad,@Farctum Oh poor thing  Hope it's easily sorted out. (and not too expensive!)
