emotion,content
neutral,i just got my nails done n i already messed them up  Alejandra &lt;3
neutral,@socallove well grand has been cancelled due to the weather
neutral,@johnnybeane What happened?!
sad,7pm on a Fri night &amp; I'm sitting at home alone...
amazed,@mileycyrus hehe his name was Jack Dawson &amp; he died on the Titanic  u c that movie Miley?im watching it rite now. amazing.tell Leo I&lt;3Him!
sad,OOUCHHHH I just pinched my own nipple by accident trying to fix my top
sad,lost some $ at work....not happy right now    --SLOANSTER--
sad,Not feelin right. Hope the feeling passes. Stupid stomach.
neutral,@DJLTHEMASTERKEY i guesss
angry,"@PENLDN just got in, gonna go upto bed in a sec, not drunk! I'm disgusted with myself  haha"
sad,Xfiles disc doesn't work.. Rippin
sad,really sick and tired but my body's resisting rest!
sad,@BuddyTV Excited about the new Pushing Daisies episodes but it makes it that much worse.  I had finally gotten over the cancellation.
neutral,No B2G1 for me.  Trying to save cash for next month's vacation.
neutral,Work in a hour
sad,UP is the saddest movie i've ever seen
happy,"Not going to Suffolk tomorrow.   However, now MB &amp; I are planning a picnic on the Mall with friends Neil &amp; Jodi."
sad,"@1045CHUMFM Oh ok,Thanks.Dont know where the courthouse id either,I'll learn though.Any nkotb? Twitter stole my pic again  it hates me"
sad,My computer dies soon  - its so much virus on it but my virus scanner  cant find it :S
sad,I think i am getting a cold
sad,"@angelicaaa workies with dad?  aw that sucks working on saturday morning. I'm about to study, when are your exams?"
amazed,Ok so Jeff looks like he has a black eye!!
sad,@RealLifeKaz we cant come toniiiite !! arggh i want to tho  have fun for uss. well def see u 2morrow nite tho!
amazed,@momlogic OMG....that is soooo sad.
neutral,Liked &quot;I quit smoking in September of last year after 40 years - I hope one day I won't miss it  snivel whine&quot; http://ff.im/-3nVYG
sad,"I'm very upset right now, like I can't even formulate a complete thought...."
sad,"@Tracybelle I'd hang with you, but... Tennessee."
sad,really ill atm
neutral,Finally lost FM97
sad,131 miles away
amazed,Phone went in the toilet   The truth is I'm surprised is hasn't happen sooner!
amazed,OMG JLO AND MARC ANTHONY WERE AT MY OLD SCHOOL GRADUATION  BRB UPSET
neutral,Matt Weiters' first at bat: fly out to RF
sad,going to a work people party then going home to visit Grandma. sad
neutral,on my way to orlando and its raining
neutral,It's Friday and I don't have a job for the weekend
neutral,"drunk messi scares me, to be honest."
neutral,@beckyainsley
neutral,@Applecored same
sad,"Poor @IMissBradAndJen 's mom just told her she looked like a hooker.  The skirt wasn't THAT short, and it's 87 degrees out!"
happy,@chris_shields06 good job!  I wish i worked in a zoo
happy,"Doing homework and then going to bed, have to leave at 6:50 tomorrow morning for work  and then i wont be off till 6"
sad,Boyfriend is out with friends tonight. Don't know what to do with my evening
neutral,@fetjuel Musashi's? Has a great rep. Or did you go to Kitaro
sad,about to start my least favourite chore.... mopping the floor
amazed,Went to see UP today - very disappointed - it was sad   Almost made me cry!  I thought it was supposed to be funny.
neutral,One of these times I'm going to have the self-awareness NOT to ask one of the principle mourners at a wake how they're doing.
sad,poor bretty.  but yay phils
sad,my back hurts  have a heating pad on it... stupid ladder y did you have to collapse and make me fall on my back/bum???
neutral,"@graciep I have to agree, why didn't I get that when I was out."
sad,damn...plans were canceled.....another friday night at home
sad,just goy back from a day of tests at the hospital. going to start chemo on monday
sad,cant believe ER is all over
sad,wants to go see street dreams but it's not playing anywhere near here
neutral,Off to my lil sisters  graduation...they grow up so quick
sad,There is a MacBook Pro sitting close by and my poor MacBook is ashamed with it's plastic face and sides...
sad,@JonathanRKnight understands you it's long the 6 hour
sad,Big Sad Face   Bing doesn't work on iPhone.  It just takes you to the regular mobile Live search.
sad,"@natbubba yeah, totally unfair.  we should just. FLAME THEM EVERYWHERE"
neutral,I can't find Tom Price on the tweeterwall
amazed,its after 12 an man is texting me telling me that he wants to come over.i say i'm tired..lol..da punk says he'll bring me redbull and KFC
neutral,@DJFREEZY ummm not with me?
sad,"well movie night spoilt by fracked up disk-happiness gone, so time for sleep"
sad,"@TheStoryStarts nothing aimed at you, just joining in...sorry"
sad,@theREALGiftedNJ yeah it is
neutral,@jeangrae whyd u feel awful after last night?
happy,night night twits! im so glad I will be waking up to a saturday off work!! printer has broke though
neutral,@myuze_me Thanks! Kinda bittersweet though
sad,Thank you Google for your Adsense Payment.  If only the Aussie dollar wasn't as strong
neutral,just had dinner with scoop and said goodbye before our senior trips
neutral,@Tabiamusic i skyped u  las nite
sad,@mpellegrini hurts to be you! Sunshine all weekend and you don't get to play. That's sad.
sad,Has been a long day - Matinee and evening show. Will be sad tomorrow: last ever Welsh College show
sad,"@TroublePandaPR Ok that's not true! Plus, you're insulting me saying that I'm insulting you! I've been trying to cheer you up. Butï¿½nadaï¿½"
neutral,"http://twitpic.com/67xv3 - Former Pawnshop were Jimi Hendrix got his 1st guitar, Seattle. Now a check cashing joint"
sad,Hitting up a bar or two most people being lame tonight
sad,@ohhhbeka PS: Wish I were coming tonight.
neutral,@katekisss  meebo.com is a free thing &amp; it doesn't effect the comp that's what i use .
sad,my ipod died  not running until it is charged.
neutral,@lostalone So wish we could all be there
neutral,Homework &amp; Study Guides
neutral,time for bed up in 6 hours
amazed,@ClareHeartsMAC can u add ur link. I can't find u on YouTube.
happy,going away party at ambers  road trip tomorrow!
amazed,"Eatin dinna, herd tom brady not movin 2 fast"
amazed,Just found out that they are running a lil behind.
neutral,@rikeezy or with any at all  boo. suits and grey hair.
neutral,@donnaml40160 I haven't started packing
sad,@superstarnikki its just one of those days....
sad,As it turns out I do NOT get to go see The Decemberists...
neutral,@MelanieNugent Oh damn Im sorry!!  I have been so good not adding spoilers cause @blayze316 will be watching it later!
happy,@Sabrina1989 I thought it was a simple one  I found it hilarious.
neutral,"@xxigetwet Sher is good. There were quite a few people that we didn't even get to see, due to me having court and rushing to see fam."
happy,Weekends are Great....if you don't have to work them.
sad,@EP31 I have that problem with adult shirts too. It's so annoying since a lot of adult player shirts don't come in kid sizes
sad,wants to hear his voice
sad,Looks like my Twitter is down
sad,@mitchelmusso i can't call you cause my portable sais that this number not excist  i want so much to talk to you
sad,only 1 person online on MSN. I feel lonely
sad,i going to go to bed &amp; i failed miserably at booking a holiday  although i do seem to have a new follower. HIGH FIVE. X
neutral,"@Snoop71 Not so much a substitute as a variation. Ate too much, too. Oof"
sad,@mannyishere awww hes too cute!!wish i could've gone
neutral,@MilaXX don't go to logan square we're pretty sure the shirt isn't there  1 more philly local tmrw
sad,@fizzythoughts  Boo for being at work during #beatwittyparty but at least you're still here!
sad,it's gloomy outside
sad,(that was a  btw -_-)
sad,"@stacyday Yeah, Trimet says it's a 1hr trip, I get home at 6:30/6:45-ish, so we'd arrive just as everyone was leaving."
neutral,Just saw the Toy Story 3 trailer! It's about to get EPIC! Woody taking L's once again
happy,"Writers:&quot;They just make me wonder,why are you foisting all the little pipe dreams stories in your head onto other people?&quot; I like writing"
sad,@retrodiva I WISH I could be in bed by nine once in a while. I never make it in before 3-4 a.m.  #sleepdeprived. Doing too much.
neutral,Idk yet!!! @Jersey_Gyrl I wanna go soon tho...but I want more tweeps to be there
neutral,@manthigh81 I didn't watch it
sad,"@gasfreecommute -i'd love to be able to bike/bus/walk to work, but it isn't safe in my area"
sad,@selenagomez AWWWW  we're gonna miss you!
sad,I feel sorry for my bestie  good luck ali!
neutral,@MathieuTO My neighbour is fond of loud Nickelback.
neutral,"@PaulaFarris Ya gotta forgive them, dogs are just little people in fur coats, but I know the cleanup isn't fun"
neutral,@caitlinjoneill that's why you are visiting alllllll the time next year.. It will never be the same though
neutral,"Waiting for pizza after work. Damn, there goes my tips."
sad,jungle book 2 is sooooo cute.. i have nothing to eat or drink
sad,Got rocks. And found my car got birdied this evening.
sad,@Crimsondreamer no bueno.  hollykins needs to feel better asap.  p.s. i miss you.  you done with uni soon aren't you?  SOPROUDOFYOU.
happy,the plan was to take a nap (yea I'm still feeling last night) then go watch lakers game smwhere fun. looking like no nap
sad,I heard an icecream truck and took of like a shot but I couldn't catch it.
neutral,@DougBenson  NO YOU ARE EVIL I WANT ONE!!   #flaxandfiberfriday
neutral,HEY GUYS IT'S WORKING NO NEED TO WORRY. i have tooo many followers tho ...
sad,"@FLucio I'm a jerk...  now I can't go out    Dammit Frank, why do I suck so bad?"
sad,"Aw, Zach wasn't feeling well  Hope he gets better. So babysitting was canceled."
neutral,@AvaAmnesia  but then you won't see Her hotness much either
sad,Had a pretty good day. Let's see how the night goes. ;-) oh I have to work all day tomorrow no picnic for me
sad,@AwkwardTown fuck! I'm already thinking about all the shows I'm going to have to miss because I'm broke.
amazed,back to Roseburg...and an empty apartment
neutral,really wants to go see the script in NY in august... but no one will go with me
neutral,ToonTown is down
sad,@dougreport how can I read the Floyd article says it's private
neutral,wants to sign up for the Germany field trip pero no tengo dinero.
sad,"is confused &amp; sad. oh no here comes the &quot;sweets&quot;, to cheer me up"
sad,tonights been boring!
sad,"Am I old? Pub kickin out time is whey too late, I'm stinkered:-/. Got the cubs tomorrow too  I'm gonna suffer !"
amazed,@jackbox noooooo! I just spent two days getting that damn song OUT of my head
sad,i so can't be bothered working tomorrow!
happy,I need a bear hug  and Im going to camp today!!
sad,Im Slowing on My Tweets..Cuase I Lost My Phone
neutral,I think I might throw up... I only could eat half of my ice cream cone  http://twitpic.com/67ybk
